"id","short_citation","year","author","long_citation","url","created_at","updated_at","approved","bibtex"
132,"Richter 2000","2000","Richter, Pascale B.","Keramikfunde des ""Salzmünder und Bernburger Stils"" aus Ahlden, Gde. Flecken Ahlden (Aller), Ldkr. Soltau-Fallingbostel. Nachrichten aus Niedersachsens Urgeschichte 69, 2000, 75-94.","","2010-11-04 12:59:43","2014-04-11 14:45:18.306025",,"@article{GBV-474028682,
 author = {Richter, P. B.},
 title = {Keramikfunde des ""Salzmünder und Bernburger Stils"" aus Ahlden,
Gde. Flecken Ahlden (Aller), Ldkr. Soltau-Fallingbostel},
 journal = {Nachrichten aus Niedersachsens Urgeschichte},
 year = {2000},
 volume = {69},
 pages = {75-94},
}"
153,"Stürüp 1965","1965","Stürüp, Bjørn","En ny jordgrav fra tidlig-neolitisk tid. Kuml.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
155,"Suter/Bacher 1994","1994","Suter, Peter J. ; Bacher, R.","Laufen BL - Dolmengrab 1989-91. Rekonstruktion des Grabmonuments. Arch. im Kt. Bern. Fundber. u. Aufsätze 3B, 1994, 297-312.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
157,"Tauber 1959","1959","Tauber, Henrik","Danske Kulstoff-14 Dateringer af Arkæologiske Prøver I. Aarbøger, 243-259.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
149,"Stadler 2002","2002","Stadler, Peter","Die Datierung des Massakers von Schletz","","2010-11-04 12:59:43","2014-04-11 15:24:36.309417",,""
159,"Tauber 1970","1970","Tauber, Henrik","Danske Kulstoff-14 Dateringer af Arkæologiske Prøver III. Aarbøger, 120-142.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
161,"Thevenot et al. 1976","1976","Thevenot, J.-P. / Strahm, C. / Beeching, A. / Bill, J. / Bocquet, A. / Gallay, A. / Pétrquin, P. / Schifferdecker, F.","La civilisation Saône-Rhône. Revue archéologique de l'est et du centre-est 27, 331-417.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
163,"Troels-Smith 1953","1953","Troels-Smith, Joel","Ertebøllekultur-Bondekultur. Resultater af de 10 aars undersøgelser i Aamosen. Aarbøger, 5-62.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
165,"Vries/Waterbolk 1958","1958","Vries, Hessel de / Waterbolk, H. T.","Groningen radiocarbon dates III. Science 128, 1550-1556.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
167,"Waterbolk/Mook 1991","1991","Waterbolk, H. T. / Mook, Willem Gerrit","Das absolute Alter der Siedlungen Niederwil und Pfyn. In: Waterbolk, H.T. / van Zeist, W. (Hrsg.), Niederwil. Eine Siedlung der Pfyner Kultur Bd. III. Naturwissenschaftliche Untersuchungen. Academia Helvetica. Bern. 27-35.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
168,"Wechler 1992","1992","Wechler, Hans-Peter","Silexinventare des Früh- bis Mittelneolithikums aus den Grabungen von Eilsleben, Kr. Wanzleben (1974-1984). Jahresschrift für mitteldeutsche Vorgeschichte 75, 1992, 7-49.","","2010-11-04 12:59:43","2014-04-16 10:33:04.865724",,"

@article{GBV-473904926,
 author = {Wechler, K.-P.},
 title = {Silexinventare des Früh- bis Mittelneolithikums aus den Grabungen
von Eilsleben, Kr. Wanzleben (1974-1984)},
 journal = {Jahresschrift für mitteldeutsche Vorgeschichte},
 year = {1992},
 volume = {75},
 pages = {7-49},
}"
170,"Whittle 1990","1990","Whittle, Alasdair","Radiocarbon dating of the Linear Pottery Culture: the contribution of cereal and bone samples. Antiquity 64, 1990, 297-302.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
171,"Wolf et al. 1999","1999","Wolf, Claus / Burri, Elena / Hering, Peter / Kurz, Maria / Maute-Wolf, Margot / Quinn, Dean S. / Winiger, Ariane","Les sites lacustres néolithiques et bronzes de Concise VD-sous-Colochoz: premiers résultats et implications sur le Bronze ancien régional. Jahrbuch der Schweizerischen Gesellschaft für Ur- und Frühgeschichte 82, 7-38.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
172,"Wotzka 1998","1998","Wotzka, Hans-Peter","Zur Michelsberger Höhenanlage mit Grabenwerk in Ranstadt-Dauernheim, Wetteraukreis. In: Jörg Biel / Helmut Schlichtherle / Michael Strobel / Andrea Zeeb (Hrsg.), Die Michelsberger Kultur und ihre Randgebiete - Probleme der Entstehung, Chronologie und des Siedlungswesens. Kolloquium Hemmenhofen, 21.-23.2.1997. Materialhefte zur Archäologie in Baden-Württemberg 43. Stuttgart. 85-95.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
176,"Zich 1994","1994","Zich, Bernd","In Flintbek stand ein Steinzeithaus.... Ein Hausbefund von der Wende des Neolithikums zur Bronzezeit. Archäologische Nachrichten aus Schleswig-Holstein 4/5, 15-43.","","2010-11-04 12:59:43","2010-11-04 12:59:43",,""
962,"COLES et al. 2008","2008","COLES, Sarah and FORD, Steve and TAYLOR, Andy and ANTHONY, Sian and GALE, Rowena and KEITH-LUCAS, Michael and RAYMOND, Frances and ROBINSON, Mark and VINCE, Alan","An early Neolithic grave and occupation, and an early Bronze Age hearth on the Thames foreshore at Yabsley Street, Blackwall, London.","","2014-05-27 09:58:42.962807","2014-05-27 09:58:42.962807",,"@inproceedings{coles2008early,
  title={An early Neolithic grave and occupation, and an early Bronze Age hearth on the Thames foreshore at Yabsley Street, Blackwall, London},
  author={COLES, Sarah and FORD, Steve and TAYLOR, Andy and ANTHONY, Sian and GALE, Rowena and KEITH-LUCAS, Michael and RAYMOND, Frances and ROBINSON, Mark and VINCE, Alan},
  booktitle={Proceedings of the Prehistoric Society},
  volume={74},
  year={2008},
  organization={Prehistoric Society}
}"
179,"Larsson 1990","","","","","","",,""
175,"Zich 1993","1993","Zich, Bernd","Die Ausgrabungen chronisch gefährdeter Hügelgräber der Stein- und Bronzezeit in Flintbek, Kr. Rendsburg-Eckernförde. Ein Vorbericht. Offa 49/50, 1993, 15-31.","","2010-11-04 12:59:43","2014-04-16 11:36:41.223582",,"@article{GBV-473603667,
 author = {Zich, B.},
 title = {Die Ausgrabungen chronisch gefährdeter Hügelgräber der Stein-
und Bronzezeit in Flintbek, Kr. Rendsburg-Eckernförde. Ein Vorbericht},
 journal = {Offa},
 year = {1993},
 volume = {49/50},
 pages = {15-31},
}"
76,"Koch 1998","1998","Koch, Eva","Neolithic bog pots from Zealand, Møn, Lolland and Falster. Nordiske Fortidsminder : Serie B 16 (København1998).","","2010-11-04 12:59:43","2014-04-16 11:52:58.066398",,"@book{GBV-246938536,
 author = {Koch, E.},
 title = {Neolithic bog pots from Zealand, Møn, Lolland and Falster},
 year = {1998},
 series = {Nordiske Fortidsminder : Serie B},
volume = {16},
 address = {København},
}"
183,"Niklasson","","","","","","",,""
194,"haderslev museum","","","","","","",,""
197,"Westergaard 1993","","","","","","",,""
198,"Anberg & Wattman 1994","","","","","","",,""
199,"Hernek 1998","","","","","","",,""
200,"Kaelas","","","","","","",,""
201,"Frödin 1906","","","","","","",,""
203,"Persson 2000","","","","","","",,""
206,"Jansson 1936","","","","","","",,""
207,"Århberg m fl 1996","","","","","","",,""
212,"Gustafsson 1886","","","","","","",,""
214,"Arnell m fl 1994","","","","","","",,""
215,"Johansson 2000","","","","","","",,""
216,"Bagge 195","","","","","","",,""
217,"Bagge 1955","","","","","","",,""
218,"Gustafsson 1914","","","","","","",,""
221,"Schulze 1978","","","","","","",,""
225,"Meurers-Balke m fl 1985","","","","","","",,""
228,"Tauber 1960","","","","","","",,""
229,"Tauber 1966","","","","","","",,""
230,"Tauber","","","","","","",,""
232,"Andersen 1975","","","","","","",,""
233,"Tauber 1967","","","","","","",,""
234,"Tauber 1970","","","","","","",,""
236,"Tauber pers komm 1993","","","","","","",,""
237,"Rc 15","","","","","","",,""
238,"Malmros & Tauber 1978","","","","","","",,""
240,"Madsen 1980","","","","","","",,""
241,"Fischer 1976","","","","","","",,""
242,"Skov 1982","","","","","","",,""
243,"Madsen 1979","","","","","","",,""
244,"Bengtsson 1988","","","","","","",,""
247,"und P-O Nielsen","","","","","","",,""
249,"Sellevold m.fl. 1984","","","","","","",,""
252,"Tauber 1986","","","","","","",,""
253,"Tauber 1987","","","","","","",,""
256,"Tauber i Ark udgr i Danm 1987","","","","","","",,""
847,"Shennan/Steele 2000","2000","Shennan, S and Steele, J","Spatial and chronological patterns in the neolithisation of Europe.< h ttp. ads. ahds. ac. uk/catalogue/resources. html, 2000.","","2014-04-29 10:53:35.908697","2014-04-29 10:53:35.908697",,"@article{shennan2000spatial,
  title={Spatial and chronological patterns in the neolithisation of Europe.< h ttp},
  author={Shennan, S and Steele, J},
  journal={ads. ahds. ac. uk/catalogue/resources. html},
  year={2000}
}"
306,"Haakansson 1987","1987","Haakansson, S.","University of Lund radiocarbon dates XX. Radiocarbon 29 / 3, 1987, 353-379.","","","2014-04-16 12:53:10.987337",,"@article{haakansson_university_2006,
	title = {University of Lund radiocarbon dates XX},
	volume = {29},	
	doi = {10.2458/azu_js_rc.29.1058},
	number = {3},
	journal = {Radiocarbon},
	author = {Haakansson, S.},
	year = {1987},
	pages = {353-379}
}"
850,"Jadin 2003","2003","Jadin, Ivan","Trois petits tours et puis s’ en vont. La fin de la pr{\'e}sence danubienne en Moyenne Belgique (avec la participation de D. Cahen, I. Deramaix, A. Hauzeur, J. Heim, A. Livingstone Smith, J. Verniers). Universit{\'e} de Li{\`e}ge, Li{\`e}ge, 2003.","","2014-04-30 09:57:42.370802","2014-04-30 09:57:42.370802",,"@article{jadin2003trois,
  title={Trois petits tours et puis s’ en vont},
  author={Jadin, Ivan},
  journal={La fin de la pr{\'e}sence danubienne en Moyenne Belgique (avec la participation de D. Cahen, I. Deramaix, A. Hauzeur, J. Heim, A. Livingstone Smith, J. Verniers). Universit{\'e} de Li{\`e}ge, Li{\`e}ge},
  year={2003}
}"
260,"J A Jensen 1990","","","","","","",,""
963,"Wilkinson et al. 1995","1995","Wilkinson, Tony J and Murphy, Peter L and Committee, Scole Archaeological and others","The Archaeology of the Essex Coast (1995).","","2014-05-27 10:06:54.146735","2014-05-27 10:06:54.146735",,"@book{wilkinson1995archaeology,
  title={The Archaeology of the Essex Coast},
  author={Wilkinson, Tony J and Murphy, Peter L and Scole Archaeological Committee and others},
  year={1995},
  publisher={Essex County Council, Archaeology section}
}"
262,"Dehn m fl 2000","","","","","","",,""
263,"Rasmussen 1992","","","","","","",,""
264,"Becker 1986","","","","","","",,""
965,"Allen et al. 2008","2008","Allen, MICHAEL J and Leivers, MATT and Ellis, CHRIS","Neolithic causewayed enclosures and later prehistoric farming: duality, imposition and the role of predecessors at Kingsborough, Isle of Sheppey, Kent, UK.","","2014-05-27 10:21:00.466515","2014-05-27 10:21:00.466515",,"@inproceedings{allen2008neolithic,
  title={Neolithic causewayed enclosures and later prehistoric farming: duality, imposition and the role of predecessors at Kingsborough, Isle of Sheppey, Kent, UK},
  author={Allen, MICHAEL J and Leivers, MATT and Ellis, CHRIS},
  booktitle={Proc. Prehist. Soc},
  volume={74},
  pages={235--322},
  year={2008}
}"
272,"Nordqvist 1997","","","","","","",,""
274,"Ethelberg m fl 2000","","","","","","",,""
276,"Larsson 1984","","","","","","",,""
277,"Rc 10","","","","","","",,""
280,"Håkansson 1978","","","","","","",,""
282,"GNM Årstryck 1988","","","","","","",,""
286,"Strömberg 1988","","","","","","",,""
287,"Hulthen 1975","","","","","","",,""
289,"Strömberg 1978","","","","","","",,""
290,"Rc 1968","","","","","","",,""
291,"Rudebeck 1986","","","","","","",,""
292,"Rc 24","","","","","","",,""
293,"Burenhult 1981","","","","","","",,""
294,"ATA 1735/79","","","","","","",,""
295,"Stjernqvist","","","","","","",,""
296,"Håkansson","","","","","","",,""
297,"Strömberg","","","","","","",,""
298,"Kaul 1992?","","","","","","",,""
300,"Persson 1999","","","","","","",,""
301,"Rc 1986","","","","","","",,""
303,"Larsson i Limhamniana 1985","","","","","","",,""
305,"Håkansson Rc 1986/3","","","","","","",,""
307,"Larsson 1988","","","","","","",,""
309,"Rc 2/1988","","","","","","",,""
310,"Berglund 1964","","","","","","",,""
312,"Wyszomirska 1984","","","","","","",,""
313,"Svensson 1991","","","","","","",,""
314,"Salomonsson 1965","","","","","","",,""
315,"Rc 13","","","","","","",,""
316,"Rc1968","","","","","","",,""
318,"Rc 14","","","","","","",,""
319,"Strömberg 1976","","","","","","",,""
320,"Fornt. i SO-Skåne","","","","","","",,""
321,"Malmö Ffå 1972","","","","","","",,""
323,"Rc 1972","","","","","","",,""
325,"Rc 16","","","","","","",,""
326,"Burenhult 197?","","","","","","",,""
329,"Schulting opubl","","","","","","",,""
333,"Persson 2006","","","","","","",,""
334,"Tony Axelsson pers medd","","","","","","",,""
335,"Kihlstedt UV mitt rapport 2004","","","","","","",,""
337,"Engström 1987","","","","","","",,""
346,"Lindälv 1980","","","","","","",,""
347,"Freden 1983","","","","","","",,""
349,"Montelius 1874","","","","","","",,""
351,"Petersen 1970","","","","","","",,""
352,"Wigforss 1970","","","","","","",,""
355,"GAM 45 865","","","","","","",,""
356,"Niklasson 1933","","","","","","",,""
358,"Malmer nr 185","","","","","","",,""
359,"Damell MfÖgMus 1973","","","","","","",,""
361,"Liden 1996","","","","","","",,""
363,"Raä rapp 1976 A2","","","","","","",,""
364,"Raä 1979","","","","","","",,""
365,"Welinder MLUHM 1977/78","","","","","","",,""
367,"During 1980","","","","","","",,""
372,"Scharp 1985","","","","","","",,""
373,"Mikkelsen 1986","","","","","","",,""
374,"Rc 1960","","","","","","",,""
375,"Wyszomirska 1975","","","","","","",,""
376,"Glörstad 1996","","","","","","",,""
378,"Grunberg 2000","","","","","","",,""
379,"Hufthammer & Meiklejohn","","","","","","",,""
380,"Johansen, Gulliksen & Nydal","","","","","","",,""
382,"Petre & Strömberg 1958","","","","","","",,""
384,"Rc 11","","","","","","",,""
385,"Nordqvist 2003","","","","","","",,""
388,"Lindqvist 1997b","","","","","","",,""
392,"Österholm 2008","","","","","","",,""
393,"Björck & Björck 1999","","","","","","",,""
394,"During 1990","","","","","","",,""
849,"Jadin 2003","","","","","2014-04-29 11:10:53.510309","2014-04-29 11:10:53.510309",,""
851,"Bem 2000-2001","2000-2001","C. Bem","C. Bem, Noi propuneri pentru o schi ţă cronologic ă a eneoliticului românesc, Pontica 33-34, 25-120.","","2014-04-30 10:04:27.692583","2014-04-30 10:04:27.692583",,""
852,"Whittle et. al. 2005","2005","Whittle A. and Bartosiewicz L. and Bori ć D. and Pettitt P. and Richards M. P.","Whittle A. and Bartosiewicz L. and Bori ć D. and Pettitt P. and Richards M. P., New radiocarbon dates for the early Neolithic in northeastern Serbia and south-east Hungary: some omissions and corrections. Antaeus 28, 347-355.","","2014-04-30 10:18:52.723398","2014-04-30 10:18:52.723398",,""
398,"Björck 2000","","","","","","",,""
399,"Olsson 1977","","","","","","",,""
154,"Suter 1987","1987","Suter, Peter J.","Zürich ""Kleiner Hafner"" : Tauchgrabungen 1981 - 1984. Berichte der Zürcher Denkmalpflege : Monographien 3 (Zürich1987).","","2010-11-04 12:59:43","2014-05-28 12:17:48.157501",,"@book{GBV-27638427X,
 author = {Suter, Peter J.},
 title = {Zürich ""Kleiner Hafner"" : Tauchgrabungen 1981 - 1984},
 year = {1987},
 series = {Berichte der Zürcher Denkmalpflege : Monographien},
 address = {Zürich},
 volume = {3},
}"
402,"Lloyd-Smith 2002","","","","","","",,""
445,"Albert et al. 1996","1996","Albert, R.M. / Mangado, X. / Olmedo, C. / Orri, E. I Vargas, A.","Memòria de l’excavació d’urgència de Santa Digna-El Pla de la Girada. Vilafranca del Penedès (Alt Penedès). Servei d’Arqueologia de la Generalitat de Catalunya 1996. Unpublished.","","2011-10-13 20:10:06","2014-07-23 15:18:28.98295",,""
1349,"Thomas 2007","2007","Thomas, Julian and Leivers, Matt and Roberts, Julia and Peterson, Rick and Ashmore, PJ","Place and memory: excavations at the Pict's Knowe, Holywood and Holm Farm, Dumfries and Galloway, 1994-8 (2007).","","2015-05-26 08:56:22.863337","2015-05-26 08:56:22.863337",,"@book{thomas2007place,
  title={Place and memory: excavations at the Pict's Knowe, Holywood and Holm Farm, Dumfries and Galloway, 1994-8},
  author={Thomas, Julian and Leivers, Matt and Roberts, Julia and Peterson, Rick and Ashmore, PJ},
  year={2007},
  publisher={Oxbow Books Ltd}
}"
406,"UV Uppsala rapport 1995","","","","","","",,""
407,"Rundqvist 2003","","","","","","",,""
408,"Hallgren pers medd 2001","","","","","","",,""
1351,"Haggarty 1991","1991","Haggarty, Alison and HENSHALL, A and GROVE, R and COWIE, T and FOYON, A and MCCULLAGH, R and JORDAN, D and MOFFAT, B and LEHANE-MAGEE, D","Machrie Moor, Arran: recent excavations at two stone circles.","","2015-05-26 09:21:15.342002","2015-05-26 09:21:15.342002",,"@inproceedings{haggarty1991machrie,
  title={Machrie Moor, Arran: recent excavations at two stone circles},
  author={Haggarty, Alison and HENSHALL, A and GROVE, R and COWIE, T and FOYON, A and MCCULLAGH, R and JORDAN, D and MOFFAT, B and LEHANE-MAGEE, D},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={121},
  pages={51--94},
  year={1991},
  organization={National Museum of Antiquities of Scotland}
}"
1352,"MacKie 1966","1963","MacKie, E","New excavations on the Monamore Neolithic chambered cairn, Lamlash, Isle of Arran, in 1961'.","","2015-05-26 09:30:33.452996","2015-05-26 09:30:33.452996",,"@inproceedings{mackie1963new,
  title={New excavations on the Monamore Neolithic chambered cairn, Lamlash, Isle of Arran, in 1961'},
  author={MacKie, E},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={97},
  pages={1--34},
  year={1963}
}"
